year,player,pos,height_0,weight_0,forty,vertical,bench,broad,threecone,shuttle,school_abbr,overall,team_abbr,pos_rk,ovr_rk,grade,side,category
2017,Jarrad Davis,11.0,,238,,,,,,,4.0,21,9.0,3,25,89,1.0,4.0
2021,Whop Philyor,0.0,,184,4,31,14,120,7,4,105.0,NA,0.0,46,298,32,NaN,NaN
2021,Amari Rodgers,0.0,,212,4,33,19,121,7,4,5.0,85,15.0,14,86,74,0.0,2.0
2001,Andre King,0.0,,199,4,,,,,,57.0,245,14.0,NA,NA,NA,0.0,2.0
2001,Moran Norris,16.0,,250,4,31,37,114,7,4,86.0,115,28.0,NA,NA,NA,0.0,5.0
2002,Brandon Doman,10.0,,210,4,32,,106,6,4,61.0,163,1.0,NA,NA,NA,0.0,7.0
2005,Heath Miller,9.0,,256,4,,,,,,50.0,30,5.0,1,18,93,0.0,6.0
2005,Lance Moore,0.0,,177,4,,,,,,93.0,NA,0.0,34,258,45,NaN,NaN
2007,James Jones,0.0,,207,4,34,22,119,7,4,19.0,80,4.0,NA,NA,NA,0.0,5.0
2007,Onrea Jones,0.0,,202,4,39,,121,7,4,NaN,,NaN,,,,NaN,NaN
2011,Lawrence Guy,6.0,,305,4,29,28,,7,4,36.0,233,15.0,13,123,66,1.0,1.0
2012,Shea McClellin,7.0,,260,4,31,19,118,7,4,54.0,19,29.0,1,19,92,1.0,1.0
2014,Corey Linsley,12.0,,296,5,27,36,,,,3.0,161,15.0,11,NA,30,0.0,3.0
2015,Kevin White,0.0,,215,4,36,23,123,6,4,39.0,7,29.0,2,7,93,0.0,2.0
2020,Nate Stanley,10.0,,235,4,28,,108,7,4,31.0,244,3.0,9,159,56,0.0,7.0
2022,Danny Gray,0.0,,186,4,34,,126,,,NaN,,NaN,,,,NaN,NaN
2002,Terry Jones,9.0,,265,4,33,20,111,7,4,6.0,155,6.0,NA,NA,NA,1.0,1.0
2011,A.J. Green,0.0,,211,4,34,18,126,6,4,7.0,4,7.0,1,3,97,0.0,2.0
2012,Fletcher Cox,6.0,,298,4,26,30,103,7,4,19.0,12,8.0,1,7,95,1.0,1.0
2013,D.J. Swearinger,3.0,,208,4,37,17,124,6,4,26.0,57,30.0,5,44,86,1.0,0.0
2015,Deon Simon,6.0,,321,5,29,35,105,7,4,114.0,223,18.0,24,267,38,1.0,1.0
2016,Vadal Alexander,5.0,,326,5,24,25,95,8,4,1.0,234,31.0,9,150,59,0.0,3.0
2016,Stephen Anderson,9.0,,230,4,38,16,119,,,35.0,NA,0.0,40,252,42,NaN,NaN
2016,Dean Lowry,4.0,,296,4,32,30,114,7,4,72.0,137,15.0,25,281,38,1.0,1.0
2017,Mike Williams,0.0,,218,,32,15,121,,,27.0,101,10.0,16,NA,67,0.0,3.0
2020,Ben Bartch,14.0,,309,,,,,,,268.0,116,13.0,4,120,65,0.0,3.0
2000,Brian Urlacher,7.0,,258,4,34,27,122,6,4,101.0,9,29.0,NA,NA,NA,1.0,4.0
2003,Anthony Davis,8.0,,329,5,27,,95,8,4,0.0,37,18.0,NA,NA,NA,0.0,3.0
2010,Dexter Davis,7.0,,244,4,35,25,109,7,4,36.0,236,17.0,16,NA,55,1.0,4.0
2011,Cheta Ozougwu,4.0,,247,4,34,26,119,7,4,120.0,254,30.0,27,280,34,1.0,1.0
2013,Rontez Miles,3.0,,203,4,36,,123,6,4,35.0,NA,0.0,16,195,51,NaN,NaN
2015,Kevin Johnson,1.0,,188,4,41,,130,6,3,161.0,86,22.0,NA,NA,NA,1.0,0.0
2016,Tyler Ervin,2.0,,192,4,39,17,130,,,95.0,119,30.0,12,164,58,0.0,5.0
2017,Jamal Adams,3.0,,214,4,31,18,120,6,4,1.0,6,18.0,1,2,94,1.0,0.0
2018,Trequan Smith,0.0,,203,4,37,12,130,6,4,NaN,,NaN,,,,NaN,NaN
2018,Toby Weathersby,5.0,,317,5,24,28,106,8,5,1.0,NA,0.0,16,191,55,NaN,NaN
2019,Bisi Johnson,0.0,,204,4,38,14,124,6,4,NaN,,NaN,,,,NaN,NaN
2020,Brian Lewerke,10.0,,213,4,31,,113,7,4,23.0,NA,0.0,14,266,36,NaN,NaN
2021,Milo Eifler,13.0,,228,4,37,14,126,7,4,51.0,NA,0.0,13,308,31,NaN,NaN
2000,Blaine Saipaia,8.0,,321,5,,,,,,NaN,,NaN,,,,NaN,NaN
2003,Dan Curley,9.0,,254,4,35,17,118,7,4,124.0,148,32.0,NA,NA,NA,0.0,5.0
2008,Glenn Sharpe,1.0,,184,4,37,15,,,,NaN,,NaN,,,,NaN,NaN
2010,Mike Johnson,8.0,,312,5,25,,91,8,5,6.0,98,19.0,6,NA,65,1.0,1.0
2016,Adam Gotsis,6.0,,287,4,,,,,,56.0,63,21.0,8,68,78,1.0,1.0
2017,Victor Bolden Jr.,0.0,,178,4,32,9,117,6,4,NaN,,NaN,,,,NaN,NaN
2017,Jeremy McNichols,2.0,,214,4,35,,121,6,4,54.0,162,10.0,14,153,60,0.0,5.0
2018,Sony Michel,2.0,,214,4,,22,,,4,7.0,31,22.0,2,31,87,0.0,5.0
2020,Harrison Bryant,9.0,,243,4,32,13,110,7,4,115.0,115,14.0,4,77,74,0.0,6.0
2000,Michael Wiley,2.0,,193,4,,,,,,3.0,144,4.0,NA,NA,NA,0.0,5.0
2007,Matt Clark,18.0,,181,,,,,,,21.0,NA,0.0,4,270,34,NaN,NaN
2007,Marcus Thomas,6.0,,314,5,,27,,,,83.0,166,26.0,33,NA,30,0.0,5.0
2009,C.J. Spillman,3.0,,197,4,41,,122,7,4,65.0,NA,0.0,7,109,67,NaN,NaN
2011,Curtis Brown,1.0,,185,4,39,10,128,6,4,8.0,95,5.0,10,76,77,1.0,0.0
2018,Timon Parris,5.0,,312,,,27,,,,191.0,NA,0.0,17,204,52,NaN,NaN
2021,Pete Werner,13.0,,238,4,39,20,122,6,4,3.0,60,28.0,7,99,71,1.0,4.0
2003,Terrance Martin,6.0,,299,5,,30,,,,NaN,,NaN,,,,NaN,NaN
2005,Mike Williams,0.0,,229,4,36,,,,,27.0,101,10.0,16,NA,67,1.0,4.0
2006,Donovan Raiola,12.0,,300,5,25,20,90,8,4,NaN,,NaN,,,,NaN,NaN
2006,Travis Wilson,0.0,,214,4,36,,120,6,3,11.0,78,14.0,7,73,79,0.0,2.0
2007,Charles Johnson,4.0,,270,4,34,33,118,7,,40.0,71,15.0,NA,NA,NA,1.0,1.0
2007,Steve Smith,0.0,,197,4,38,,120,6,4,18.0,74,20.0,NA,NA,NA,1.0,0.0
2009,Will Davis,4.0,,261,4,33,27,115,7,4,80.0,93,24.0,26,189,52,1.0,1.0
2010,Larry Asante,3.0,,212,4,37,14,118,7,4,24.0,160,14.0,12,NA,59,1.0,0.0
2010,A.J. Edds,7.0,,246,4,33,16,117,7,4,31.0,119,24.0,15,NA,57,1.0,4.0
2010,Cole Pemberton,5.0,,315,5,22,18,96,7,4,NaN,,NaN,,,,NaN,NaN
2010,Nate Triplett,7.0,,250,4,33,20,115,7,4,NaN,,NaN,,,,1.0,4.0
2012,Marvin Jones,0.0,,199,4,33,22,112,6,4,35.0,166,7.0,13,115,67,0.0,2.0
2014,Deion Belue,1.0,,182,4,,11,,,,6.0,NA,0.0,38,301,32,NaN,NaN
2018,Brian Allen,12.0,,298,5,26,27,99,7,4,2.0,83,32.0,NA,NA,NA,0.0,3.0
2018,Cedrick Wilson,0.0,,197,4,37,9,121,6,4,54.0,208,4.0,18,134,65,0.0,2.0
2000,Ashley Cooper,3.0,,208,4,,16,117,,,NaN,,NaN,,,,NaN,NaN
2000,Todd Pinkston,0.0,,169,4,,,,,,77.0,36,8.0,NA,NA,NA,0.0,2.0
2002,Doug Jolley,9.0,,251,4,38,18,117,6,4,61.0,55,31.0,NA,NA,NA,0.0,6.0
2004,Jonathan Smith,0.0,,194,4,32,,114,,4,56.0,214,2.0,51,NA,30,0.0,2.0
2011,Curtis Marsh,1.0,,197,4,37,12,123,6,4,18.0,219,13.0,NA,NA,NA,0.0,2.0
2016,Jordan Howard,2.0,,230,4,34,16,122,,,85.0,150,29.0,6,94,71,0.0,5.0
2019,Terry Godwin,0.0,,184,4,36,,117,6,,7.0,237,20.0,35,274,44,0.0,2.0
2019,Damien Harris,2.0,,216,4,37,16,121,,,6.0,87,22.0,6,108,70,0.0,5.0
2019,Jerry Tillery,17.0,,295,4,32,23,115,7,4,9.0,28,33.0,6,32,88,1.0,1.0
2021,Larry Borom,14.0,,322,5,31,,,,,45.0,151,29.0,19,259,36,0.0,3.0
2001,Chris Brown,5.0,,329,5,,30,,,,28.0,93,12.0,NA,NA,NA,0.0,5.0
2001,Anthony Denman,11.0,,239,4,,,,,,9.0,213,13.0,NA,NA,NA,1.0,4.0
2003,Terence Newman,1.0,,189,4,41,,136,6,3,47.0,5,4.0,NA,NA,NA,1.0,0.0
2003,Gerome Sapp,3.0,,216,4,36,,112,7,4,9.0,182,6.0,NA,NA,NA,1.0,0.0
2006,Thomas Howard,7.0,,239,4,39,21,124,6,4,44.0,67,27.0,NA,NA,NA,1.0,4.0
2007,Alan Branch,6.0,,324,5,27,33,107,,,14.0,33,16.0,2,18,93,1.0,1.0
2008,Danny Amendola,0.0,,183,4,27,13,103,6,4,NaN,,NaN,,,,NaN,NaN
2012,Kirk Cousins,10.0,,214,4,28,,109,7,4,23.0,102,23.0,7,57,83,0.0,7.0
2013,Bennie Logan,6.0,,309,5,25,30,104,7,4,1.0,67,8.0,10,84,75,1.0,1.0
2014,Chris Davis,1.0,,202,4,,15,,,,27.0,165,17.0,NA,NA,NA,0.0,2.0
2017,Mike Williams,0.0,,218,,32,15,121,,,0.0,10,9.0,2,7,97,0.0,6.0
2018,Trevon Young,20.0,,258,4,33,25,114,6,4,33.0,205,34.0,19,214,50,1.0,1.0
2000,Mondriel Fulcher,16.0,,253,4,27,18,116,7,4,57.0,227,31.0,NA,NA,NA,0.0,6.0
2001,David Terrell,0.0,,213,4,,,,,,14.0,8,29.0,NA,NA,NA,0.0,2.0
2009,Anthony Parker,8.0,,297,5,,24,,,,142.0,99,1.0,NA,NA,NA,1.0,0.0
2012,Aaron Corp,10.0,,215,4,31,,106,7,4,NaN,,NaN,,,,NaN,NaN
2017,Wayne Gallman,2.0,,215,4,29,21,120,7,4,5.0,140,25.0,16,166,58,0.0,5.0
2019,Kyle Shurmur,10.0,,230,4,29,,106,7,4,NaN,,NaN,,,,NaN,NaN
2002,Josh Shaw,6.0,,279,5,,22,,,,0.0,120,7.0,7,171,67,1.0,0.0
2008,Donnie Avery,0.0,,192,4,,16,,,,75.0,33,32.0,14,109,68,0.0,2.0
2015,Max Garcia,12.0,,309,5,,,,,,4.0,133,21.0,4,132,60,0.0,3.0
2016,Rashard Robinson,1.0,,171,4,35,,121,,,1.0,133,1.0,26,222,49,1.0,0.0
2017,Chuck Clark,3.0,,208,4,34,16,122,6,4,22.0,186,6.0,25,288,37,1.0,0.0
2019,Xavier Crawford,1.0,,187,4,37,11,,,,102.0,195,30.0,33,282,41,1.0,0.0
2022,Ben Brown,12.0,,312,,,,,,,NaN,,NaN,,,,NaN,NaN
2007,Chris Davis,0.0,,181,4,35,,115,6,4,2.0,128,12.0,19,149,60,0.0,2.0
2008,Quentin Groves,7.0,,259,4,29,30,120,7,4,21.0,52,13.0,6,37,87,1.0,1.0
2008,Chris Johnson,2.0,,197,4,35,,130,,,187.0,NA,0.0,33,345,33,0.0,5.0
2008,Nehemiah Warrick,3.0,,211,4,29,16,119,6,4,NaN,,NaN,,,,NaN,NaN
2010,Colin Peek,9.0,,254,4,,19,,,,NaN,,NaN,,,,NaN,NaN
2016,Chris Brown,0.0,,194,4,,,,,,9.0,NA,0.0,21,171,57,1.0,0.0
2017,Myles Garrett,4.0,,272,4,41,33,128,,,15.0,1,14.0,1,1,95,1.0,1.0
2022,Ikem Ekwonu,5.0,,310,4,29,,108,7,4,NaN,,NaN,,,,NaN,NaN
2000,Mike Green,3.0,,189,4,38,,118,,4,114.0,254,29.0,NA,NA,NA,1.0,4.0
2001,Willie Middlebrooks,1.0,,200,4,,17,,,,62.0,24,21.0,NA,NA,NA,1.0,0.0
2004,Bobby Blizzard,9.0,,266,4,,12,102,,,NaN,,NaN,,,,NaN,NaN
2005,Marviel Underwood,3.0,,205,4,38,19,118,7,4,60.0,115,15.0,16,185,57,1.0,0.0
2011,K.J. Wright,7.0,,246,4,32,20,120,7,4,19.0,99,17.0,8,125,66,1.0,4.0
2019,Ross Pierschbacher,5.0,,307,5,22,20,,7,4,6.0,153,23.0,10,172,60,0.0,3.0
2001,Matt Allen,15.0,,246,,,,,,,NaN,,NaN,,,,NaN,NaN
2003,Josh Blankenship,10.0,,211,5,28,,103,7,4,NaN,,NaN,,,,NaN,NaN
2003,Tyler Brayton,4.0,,277,4,34,25,116,7,4,28.0,32,31.0,NA,NA,NA,1.0,1.0
2004,Josh Sewell,12.0,,301,5,30,30,99,7,4,24.0,190,21.0,7,265,43,0.0,3.0
2005,Eric Green,1.0,,198,4,38,,120,,3,22.0,75,16.0,8,48,86,1.0,0.0
2006,David Pittman,1.0,,182,4,36,14,128,,4,114.0,87,6.0,12,85,74,1.0,0.0
2009,Richard Quinn,9.0,,264,4,32,24,119,7,4,30.0,64,21.0,9,108,67,0.0,6.0
2014,Jerick McKinnon,2.0,,209,4,40,32,132,6,4,125.0,96,3.0,15,178,51,0.0,5.0
2016,Devon Cajuste,0.0,,234,4,36,12,123,6,4,16.0,NA,0.0,19,152,59,NaN,NaN
2017,Charles Walker,6.0,,310,4,28,25,107,7,4,11.0,NA,0.0,19,204,49,NaN,NaN
2018,Tarvarus McFadden,1.0,,198,4,38,,121,,,2.0,NA,0.0,20,145,62,NaN,NaN
2020,John Simpson,14.0,,321,5,30,34,107,8,4,5.0,109,36.0,10,188,50,0.0,2.0
2003,Nick Eason,6.0,,301,5,,29,102,,,5.0,114,21.0,NA,NA,NA,1.0,1.0
2005,Ray Willis,5.0,,327,5,,27,,,,2.0,105,17.0,14,167,60,0.0,3.0
2006,P.J. Daniels,2.0,,214,4,33,21,116,7,4,56.0,132,6.0,12,NA,59,0.0,5.0
2006,Charles Gordon,1.0,,183,4,35,12,115,6,4,86.0,NA,0.0,14,112,68,NaN,NaN
2008,James Blair,8.0,,323,5,23,28,103,8,5,NaN,,NaN,,,,NaN,NaN
2008,Duane Brown,5.0,,315,5,27,24,105,7,4,22.0,26,30.0,7,58,82,0.0,3.0
2008,Brian Paysinger,0.0,,206,4,,,,,,NaN,,NaN,,,,NaN,NaN
2008,Carlton Powell,6.0,,292,5,22,23,108,7,4,22.0,148,21.0,14,NA,58,1.0,1.0
2009,Donald Washington,1.0,,197,4,45,9,135,6,4,3.0,102,27.0,10,77,75,1.0,0.0
2016,Parker Ehinger,5.0,,310,5,27,,97,,,70.0,105,27.0,12,177,56,0.0,3.0
2020,Trevon Hill,17.0,,248,4,28,,113,,,57.0,NA,0.0,28,302,31,NaN,NaN
2002,Kris Richard,1.0,,186,4,39,10,120,,4,0.0,85,17.0,NA,NA,NA,1.0,0.0
2005,Shawne Merriman,4.0,,272,4,,25,,,,40.0,12,26.0,2,11,95,1.0,4.0
2008,Allen Patrick,2.0,,198,4,,,,,,11.0,240,6.0,18,NA,42,0.0,5.0
2010,Kyle Williams,0.0,,188,4,33,11,118,7,4,36.0,206,1.0,31,NA,43,0.0,2.0
2021,Hunter Kampmoyer,9.0,,243,4,31,21,113,7,4,NaN,,NaN,,,,NaN,NaN
2004,Bruce Thornton,1.0,,197,4,37,,122,,,7.0,121,4.0,18,139,63,1.0,0.0
2006,Gerald Riggs,2.0,,232,4,,,,,,36.0,9,19.0,NA,NA,NA,0.0,5.0
2008,Jeremy Zuttah,5.0,,303,4,26,35,107,7,4,66.0,83,10.0,4,79,77,0.0,3.0
2009,Marcus McClinton,3.0,,210,4,37,16,120,7,4,NaN,,NaN,,,,NaN,NaN
2009,Chip Vaughn,3.0,,221,4,37,21,125,7,4,67.0,116,28.0,5,87,71,1.0,0.0
2012,Kelcie McCray,3.0,,202,4,30,12,122,7,4,NaN,,NaN,,,,NaN,NaN
2013,Stansly Maponga,4.0,,256,4,,30,,,,49.0,153,19.0,19,157,58,1.0,1.0
2015,Rashad Greene,0.0,,182,4,36,,122,6,4,2.0,139,13.0,13,73,77,0.0,2.0
2000,Wes Shivers,5.0,,318,5,22,18,98,8,4,19.0,237,12.0,NA,NA,NA,0.0,3.0
2004,Stuart Schweigert,3.0,,218,4,38,18,124,6,3,55.0,67,31.0,4,80,77,1.0,0.0
2005,Khari Long,4.0,,257,4,38,27,121,7,4,41.0,199,27.0,23,274,41,1.0,1.0
2009,Nate Davis,10.0,,226,4,26,,99,,,144.0,82,12.0,4,81,75,0.0,3.0
2014,Devin Street,0.0,,198,4,37,,124,6,4,46.0,146,4.0,32,222,44,0.0,2.0
2017,Sam Rogers,16.0,,231,4,32,19,114,7,4,28.0,64,2.0,NA,NA,NA,0.0,5.0
2019,Emanuel Hall,0.0,,201,4,43,15,141,,,45.0,NA,0.0,17,117,69,NaN,NaN
2020,Josiah Coatney,17.0,,308,5,27,22,99,8,4,37.0,NA,0.0,19,225,42,NaN,NaN
2020,James Lynch,17.0,,289,5,29,23,111,7,4,41.0,130,3.0,11,102,69,1.0,1.0
2022,Kenneth Walker,2.0,,211,4,34,,122,,,NaN,,NaN,,,,NaN,NaN
2003,Justin Fargas,2.0,,219,4,,27,137,,,0.0,96,31.0,NA,NA,NA,0.0,5.0
2003,Damian Lavergne,5.0,,333,5,27,17,92,8,4,NaN,,NaN,,,,NaN,NaN
2003,Mark Mariscal,15.0,,201,4,,,,,,NaN,,NaN,,,,NaN,NaN
2007,Quinton Culberson,7.0,,236,4,29,18,113,,,NaN,,NaN,,,,NaN,NaN
2008,Jamar Adams,3.0,,212,4,34,,121,6,4,NaN,,NaN,,,,NaN,NaN
2011,Taiwan Jones,2.0,,194,4,,13,,,,23.0,NA,0.0,7,168,51,0.0,5.0
2011,Julian Vandervelde,8.0,,301,5,31,23,104,7,4,31.0,161,8.0,14,254,38,0.0,3.0
2017,Jehu Chesson,0.0,,204,4,35,10,132,6,4,14.0,139,27.0,21,159,59,0.0,2.0
2007,Chinedum Ndukwe,3.0,,206,4,37,15,,,,9.0,253,7.0,20,271,34,NaN,NaN
2011,Darren Evans,2.0,,227,4,35,26,111,6,4,22.0,NA,0.0,26,284,34,NaN,NaN
2016,Dominique Alexander,11.0,,232,4,28,17,104,,,11.0,NA,0.0,16,293,36,NaN,NaN
2017,Keith Kelsey,11.0,,233,4,29,23,112,7,4,33.0,NA,0.0,14,233,44,NaN,NaN
2018,John Atkins,6.0,,321,5,24,,89,7,4,7.0,NA,0.0,18,233,45,NaN,NaN
2019,Brian Burns,20.0,,249,4,36,,129,7,,2.0,16,20.0,2,14,90,1.0,1.0
2021,Asim Rose,2.0,,215,4,34,24,120,7,4,NaN,,NaN,,,,NaN,NaN
2000,Robert Brannon,6.0,,309,5,28,28,99,7,4,NaN,,NaN,,,,NaN,NaN
2002,Derek Smith,9.0,,271,4,28,16,112,7,4,36.0,80,23.0,NA,NA,NA,0.0,3.0
2003,Jimmy Kennedy,6.0,,322,5,,,,,,12.0,12,32.0,NA,NA,NA,1.0,1.0
2016,Marshall Koehn,18.0,,197,4,,,,,,NaN,,NaN,,,,NaN,NaN
2016,John Lunsford,18.0,,214,4,,,,,,NaN,,NaN,,,,NaN,NaN
2001,Eric Downing,6.0,,302,5,,27,,,,27.0,75,27.0,NA,NA,NA,1.0,1.0
2004,Joseph Hayes,8.0,,311,5,23,18,94,8,5,NaN,,NaN,,,,NaN,NaN
2005,Bryce Benekos,15.0,,227,5,,,,,,83.0,NA,0.0,3,300,37,NaN,NaN
2005,Diamond Ferri,3.0,,223,4,35,20,111,7,4,27.0,NA,0.0,20,236,48,NaN,NaN
2005,Matt Jones,9.0,,242,4,39,,129,,,25.0,21,13.0,12,75,78,0.0,5.0
2009,Will Davis,4.0,,261,4,33,27,115,7,4,51.0,204,16.0,16,183,51,1.0,1.0
2011,Chykie Brown,1.0,,190,4,36,,120,6,4,8.0,164,6.0,23,172,55,1.0,0.0
2014,Seantrel Henderson,5.0,,331,5,24,,95,8,4,13.0,237,2.0,14,168,53,0.0,3.0
2015,Matt Jones,2.0,,231,4,31,20,112,,4,4.0,95,23.0,12,135,60,0.0,2.0
2019,Mike Bell,3.0,,210,4,30,10,118,7,4,81.0,2,27.0,NA,NA,NA,NaN,NaN
2020,Yetur Gross-Matos,17.0,,266,,34,20,120,,,12.0,38,20.0,4,33,87,1.0,1.0
2000,Reuben Droughns,2.0,,215,4,30,13,115,7,4,17.0,81,9.0,NA,NA,NA,0.0,5.0
2004,Bobby McCray,4.0,,255,4,33,27,,,,4.0,249,13.0,14,131,64,1.0,1.0
2007,Ray McDonald,4.0,,276,4,,,,,,4.0,187,22.0,NA,NA,NA,0.0,2.0
2010,Daniel Te'o-Nesheim,4.0,,263,4,37,29,121,6,4,34.0,86,8.0,19,NA,46,1.0,1.0
2016,Avery Young,5.0,,328,5,,,,8,4,21.0,NA,0.0,18,213,50,NaN,NaN
2018,Troy Apke,3.0,,198,4,41,16,131,6,4,12.0,109,23.0,9,118,68,1.0,0.0
2019,Mike Weber,2.0,,211,4,33,22,,,,3.0,218,4.0,13,190,57,0.0,5.0
2020,Khalil Davis,17.0,,308,4,,32,,,,24.0,194,10.0,21,246,39,1.0,1.0
2021,Adrian Ealy,14.0,,321,5,24,18,104,8,4,138.0,NA,0.0,14,169,58,NaN,NaN
2002,Bryan Thomas,4.0,,266,4,34,33,,,,129.0,22,18.0,NA,NA,NA,1.0,1.0
2008,Geoff Schwartz,5.0,,332,5,20,,98,7,4,17.0,241,20.0,14,NA,57,0.0,3.0
2016,Joe Thuney,5.0,,304,4,28,28,110,7,4,48.0,78,22.0,10,167,58,0.0,3.0
2020,Darryl Williams,14.0,,304,5,25,23,102,7,4,19.0,NA,0.0,7,238,40,1.0,0.0
2022,Chase Allen,9.0,,251,,33,,117,7,4,NaN,,NaN,,,,NaN,NaN
2000,Sekou Sanyika,7.0,,241,4,32,,111,7,4,35.0,215,16.0,NA,NA,NA,1.0,4.0
2001,Ron Edwards,6.0,,293,4,,,,,,15.0,76,2.0,NA,NA,NA,1.0,1.0
2001,Chad Ward,8.0,,321,5,32,26,99,7,4,34.0,170,13.0,NA,NA,NA,0.0,3.0
2002,Ryan Hannam,9.0,,251,4,30,18,113,7,4,99.0,169,17.0,NA,NA,NA,0.0,6.0
2006,Melvin Oliver,4.0,,276,5,,,,,,1.0,197,1.0,30,NA,31,1.0,1.0
2011,Danny Watkins,8.0,,310,5,26,29,92,7,4,41.0,23,8.0,1,29,89,0.0,3.0
2018,Jaylen Samuels,9.0,,225,4,34,18,121,6,4,48.0,165,5.0,1,171,58,0.0,6.0
2022,Lewis Cine,3.0,,199,4,36,,133,,,NaN,,NaN,,,,NaN,NaN
2001,Jeremiah Pharms,7.0,,257,4,32,,106,7,4,34.0,134,14.0,NA,NA,NA,1.0,4.0
2002,Mike Williams,5.0,,375,5,30,29,102,,,71.0,89,8.0,NA,NA,NA,1.0,4.0
2007,Josh Beekman,8.0,,313,5,25,24,93,8,4,42.0,130,29.0,5,82,75,0.0,3.0
2007,Brandon Fields,15.0,,239,5,,,,,,23.0,225,24.0,4,253,37,2.0,8.0
2014,Scott Crichton,4.0,,273,4,31,24,108,7,4,59.0,72,3.0,5,52,80,1.0,1.0
2015,Da'Ron Brown,0.0,,205,4,37,17,120,7,4,108.0,233,27.0,35,228,42,0.0,2.0
2017,Gerald Everett,9.0,,239,4,37,22,126,6,4,162.0,44,34.0,7,96,73,0.0,6.0
2002,Demarcus Faggins,1.0,,178,4,36,3,121,6,3,NaN,,NaN,,,,1.0,0.0
2002,Bobby Jackson,3.0,,216,4,34,,125,7,4,2.0,141,18.0,NA,NA,NA,NaN,NaN
2003,Anthony Davis,8.0,,329,5,27,,95,8,4,66.0,11,1.0,4,14,93,0.0,5.0
2008,Chris Williams,5.0,,315,5,25,21,103,7,4,68.0,14,29.0,2,10,95,1.0,0.0
2009,Sammie Stroughter,0.0,,189,4,30,13,110,7,4,59.0,233,10.0,24,188,51,0.0,2.0
2011,Ross Homan,7.0,,240,4,35,32,111,7,4,3.0,200,3.0,7,127,65,1.0,4.0
2015,David Cobb,2.0,,229,4,38,17,121,,,62.0,138,12.0,13,144,58,0.0,5.0
2015,Damarious Randall,3.0,,196,4,38,14,120,6,4,36.0,30,15.0,2,38,87,1.0,0.0
2017,Kermit Whitfield,0.0,,185,4,32,8,120,7,4,2.0,NA,0.0,53,323,33,NaN,NaN
2014,Travis Carrie,1.0,,206,4,,17,,,,NaN,,NaN,,,,NaN,NaN
2014,Jordan Tripp,7.0,,234,4,37,22,120,6,3,NaN,,NaN,,,,1.0,4.0
2006,Brandon Williams,0.0,,179,4,34,,115,6,4,44.0,120,4.0,11,83,72,0.0,2.0
2013,Montee Ball,2.0,,214,4,32,15,118,6,4,64.0,58,21.0,2,57,82,0.0,5.0
2004,Jason Fife,10.0,,226,4,30,,113,7,4,NaN,,NaN,,,,NaN,NaN
2006,Garrett Mills,16.0,,241,4,35,23,111,6,4,122.0,106,22.0,1,137,63,0.0,5.0
2006,Terrance Pennington,5.0,,325,5,28,28,102,,,101.0,216,2.0,19,NA,48,0.0,3.0
2006,Jason Pociask,9.0,,266,4,32,23,115,7,4,32.0,150,18.0,21,NA,30,0.0,6.0
2006,Charlie Whitehurst,10.0,,223,4,33,,112,7,4,5.0,81,26.0,6,76,77,0.0,7.0
2009,Andre Smith,5.0,,332,5,,,,,,6.0,6,7.0,3,10,95,0.0,3.0
2010,Brandon LaFell,0.0,,211,4,36,,115,6,4,1.0,78,20.0,8,69,77,0.0,2.0
2011,J.T. Thomas,7.0,,241,4,30,23,114,7,4,2.0,24,5.0,NA,NA,NA,1.0,4.0
2014,Ryan Groy,8.0,,316,5,26,26,108,7,4,64.0,NA,0.0,12,182,50,NaN,NaN
2015,Donald Celiscar,1.0,,194,4,,,120,,,NaN,,NaN,,,,NaN,NaN
2017,Sidney Jones,1.0,,186,4,33,,123,7,4,34.0,43,8.0,10,65,79,1.0,0.0
2019,Nick Fitzgerald,10.0,,226,4,29,,115,,,NaN,,NaN,,,,NaN,NaN
2020,Benito Jones,17.0,,316,5,26,,,8,5,37.0,NA,0.0,18,219,44,NaN,NaN
2020,Damien Lewis,14.0,,327,5,30,27,108,,,1.0,69,17.0,2,79,74,0.0,3.0
2004,Michael Clayton,0.0,,209,4,32,,116,6,4,1.0,15,10.0,6,23,92,0.0,2.0
2004,Dexter Reid,3.0,,203,4,,,,,,30.0,113,22.0,22,263,43,1.0,0.0
2012,Frank Alexander,4.0,,270,4,,,,,,11.0,103,20.0,16,139,61,1.0,1.0
2014,Andrew Jackson,11.0,,254,4,,,,,,43.0,210,19.0,8,158,59,0.0,3.0
2015,A.J. Cann,8.0,,313,5,,26,,,,26.0,67,13.0,2,70,77,0.0,3.0
2020,Shyheim Carter,3.0,,194,,,,,,,6.0,NA,0.0,19,258,37,NaN,NaN
2021,Branden Mack,0.0,,217,4,31,11,115,7,4,NaN,,NaN,,,,NaN,NaN
2000,Peter Sirmon,11.0,,246,4,34,20,115,7,4,17.0,128,12.0,NA,NA,NA,1.0,4.0
2003,Nate Fikse,15.0,,196,4,,,,,,NaN,,NaN,,,,NaN,NaN
2010,Erik Cook,12.0,,318,5,25,19,94,8,4,101.0,229,23.0,26,NA,30,0.0,3.0
2010,Chris Scott,8.0,,319,5,22,19,90,8,5,55.0,66,11.0,NA,NA,NA,0.0,3.0
2016,Cody Core,0.0,,205,4,31,14,119,,,37.0,199,7.0,44,278,38,0.0,2.0
